Name(???),Commodities,Pesticides,MRL(mg/kg)
???,Fresh pepper leaves,Cymoxanil,3
???,Fresh pepper leaves,Cymoxanil,3
???,Fresh pepper leaves,Cypermethrin,3
???,Fresh pepper leaves,Cyhalothrin,10
???,Fresh pepper leaves,Sethoxydim,0.05
???,Fresh pepper leaves,Acibenzolar-S-methyl,2
???,Fresh pepper leaves,Azoxystrobin,5
???,Fresh pepper leaves,Imidacloprid,1
???,Fresh pepper leaves,Imicyafos,1
???,Fresh pepper leaves,Cartap hydrochloride,2
???,Fresh pepper leaves,Chlorfenapyr,7
???,Fresh pepper leaves,Tebuconazole,5
???,Fresh pepper leaves,Tebufenpyrad,2
???,Fresh pepper leaves,Tetraconazole,1
???,Fresh pepper leaves,Tralomethrin,5
???,Fresh pepper leaves,Triflumizole,2
???,Fresh pepper leaves,Thiocyclam,2
???,Fresh pepper leaves,Fenamidone,5
???,Fresh pepper leaves,Pendimethalin,0.05
???,Fresh pepper leaves,Propaquizafop,0.05
???,Fresh pepper leaves,Fludioxonil,3
???,Fresh pepper leaves,Flufenoxuron,3
???,Fresh pepper leaves,Pyraclofos,3
???,Fresh pepper leaves,Pyridaben,2
???,Fresh pepper leaves,Pymetrozine,1
???,Fruiting vegetable,Endrin,0.05
?? ???,"Fruiting vegetable, cucurbits",Cyflufenamid,0.5
???,Fruits,Daminozide,N.D.
???,Fruits,Dichlofluanid,15
???,Fruits,Maleic hydrazide,40
???,Fruits,Methamidophos,0.1
???,Fruits,BHC,0.01
???,Fruits,Cypermethrin,2
???,Fruits,Cyfluthrin,1
???,Fruits,Cyhalothrin,0.5
???,Fruits,Sethoxydim,1
???,Fruits,Acephate,1
???,Fruits,Ethiofencarb,5
???,Fruits,Oxamyl,0.5
???,Fruits,Carbophenothion,0.02
???,Fruits,Chlorobenzilate,0.02
???,Fruits,Chlordane,0.02
???,Fruits,Chlormequat,1
???,Fruits,Chlorfenvinphos,0.05
???,Fruits,Chlorpropham,0.05
???,Fruits,Clofentezine,1
???,Fruits,Permethrin(Permetrin),5
???,Fruits,Fenvalerate,3
???,Fruits,Fenbutatin oxide,2
???,Fruits,Pyrethrins,1
???,Fruits,Pirimicarb,1
??,Garlic,Glufosinate(ammonium),0.05
??,Garlic,Nabam,0.3
??,Garlic,Napropamide,0.05
??,Garlic,Diazinon,0.05
??,Garlic,Dazomet,0.1
??,Garlic,Deltamethrin,0.05
??,Garlic,Dinotefuran,0.05
??,Garlic,Diniconazole,0.05
??,Garlic,Dimethomorph,0.05
??,Garlic,Dimethoate,0.5
??,Garlic,Dimethyl dithiocarbamates,0.3
??,Garlic,Dicofol,1
??,Garlic,Dichlofluanid,15
??,Garlic,Dithianon,0.1
??,Garlic,Dithiocarbamates,0.3
??,Garlic,Difenoconazole,0.5
??,Garlic,Linuron,1
??,Garlic,maneb,0.3
??,Garlic,Myclobutanil,1
??,Garlic,Mancozeb,0.3
??,Garlic,Malathion,2
??,Garlic,Maleic hydrazide,50
??,Garlic,Methabenzthiazuron,0.1
??,Garlic,Metolachlor,0.05
??,Garlic,Metribuzin,0.5
??,Garlic,Metconazole,0.1
??,Garlic,Metiram,0.3
??,Garlic,Benomyl,1
??,Garlic,Bensultap,0.05
??,Garlic,Bentazone,0.2
??,Garlic,Benfuracarb,0.1
??,Garlic,Boscalid,0.3
??,Garlic,Buprofezin,0.05
??,Garlic,Bifenthrin,0.05
??,Garlic,Cyantraniliprole,0.05
??,Garlic,Cypermethrin,5
??,Garlic,Cyfluthrin,2
??,Garlic,Cyhalothrin,0.05
??,Garlic,Sethoxydim,0.05
??,Garlic,Abamectin,0.05
??,Garlic,Acetamiprid,0.05
??,Garlic,Acephate,2
??,Garlic,Isoprothiolane,0.2
??,Garlic,Azoxystrobin,0.1
??,Garlic,Azinphos-methyl,0.3
??,Garlic,Aluminium phosphide(Hydrogen phosphide),0.1
??,Garlic,Ethalfluralin,0.05
??,Garlic,Etofenprox,0.05
??,Garlic,Ethoprophos(Ethoprop),0.02
??,Garlic,Ethiofencarb,5
??,Garlic,"Endosulfan : Sum of £\,£]-endosulfan and endosulfan sulfate",0.1
??,Garlic,Oxadiazon,0.1
??,Garlic,Oxamyl,1
??,Garlic,Oxolinic acid,0.05
??,Garlic,Oxyfluorfen,0.05
??,Garlic,Iminoctadine,0.5
??,Garlic,Isazofos,0.01
??,Garlic,Iprodione,0.1
??,Garlic,Iprovalicarb,0.1
??,Garlic,Zineb,0.3
??,Garlic,Ziram,0.3
??,Garlic,Cadusafos,0.05
??,Garlic,Carbaryl : NAC,0.05
??,Garlic,Carbendazim,1
??,Garlic,Carbosulfan,0.1
??,Garlic,Carbofuran,0.1
??,Garlic,Cartap hydrochloride,0.05
??,Garlic,Captan,5
??,Garlic,Quizalofop-ethyl,0.05
??,Garlic,Kresoxim-methyl,0.3
??,Garlic,Clethodim,0.2
??,Garlic,Chlorantraniliprole,0.05
??,Garlic,Chlorothalonil,0.3
??,Garlic,Chlorpropham,0.1
??,Garlic,Chlorpyrifos,0.5
??,Garlic,Chlorpyrifos-methyl,0.05
??,Garlic,Clothianidin,0.05
??,Garlic,Tebuconazole,0.1
??,Garlic,Tebupirimfos,0.01
??,Garlic,Tefluthrin,0.1
??,Garlic,Tralomethrin,0.05
??,Garlic,Trifloxystrobin,0.5
??,Garlic,Trifluralin,0.05
??,Garlic,Triflumizole,0.05
??,Garlic,Thiram,0.3
??,Garlic,Thiobencarb,0.2
??,Garlic,Thiocyclam,0.05
??,Garlic,Thiophanate-methyl,1
??,Garlic,Thifluzamide,0.05
??,Garlic,Parathion,0.3
??,Garlic,Parathion-Methyl,1
??,Garlic,Permethrin(Permetrin),3
??,Garlic,Ferbam,0.3
??,Garlic,Fenamiphos,0.2
??,Garlic,Fenoxaprop-ethyl,0.05
??,Garlic,Fenitrothion : MEP,0.03
??,Garlic,Fenvalerate,0.5
??,Garlic,Fenbutatin oxide,2
??,Garlic,Pencycuron,0.1
??,Garlic,Penthiopyrad,0.05
??,Garlic,Fenpyrazamine,0.05
??,Garlic,Fenhexamid,0.1
??,Garlic,Phorate,0.1
??,Garlic,Fosthiazate,0.1
??,Garlic,Phoxim,0.1
??,Garlic,Folpet,2
??,Garlic,Furathiocarb,0.1
??,Garlic,Prochloraz,0.05
??,Garlic,Propaquizafop,0.05
??,Garlic,Propineb,0.3
??,Garlic,Propisochlor,0.1
??,Garlic,Propiconazole,0.05
??,Garlic,Prohexadione-Calcium,0.05
??,Garlic,Fludioxonil,0.05
??,Garlic,Flusilazole,0.05
??,Garlic,Fluazinam,0.05
??,Garlic,Fluazifop-butyl,0.5
??,Garlic,Fluquinconazole,0.1
??,Garlic,Flutolanil,0.05
??,Garlic,Fluxapyroxad,0.05
??,Garlic,Pyraclostrobin,0.05
??,Garlic,Pyraclofos,0.05
??,Garlic,Pyrethrins,1
??,Garlic,Pyrimethanil,0.1
??,Garlic,Pirimicarb,2
??,Garlic,Pirimiphos-ethyl,0.1
??,Garlic,Picoxystrobin,0.05
??,Garlic,Haloxyfop,0.05
??,Garlic,Hexythiazox,0.05
??(??? ??),Garlic,Dimethenamid,0.05
??(??? ??),Garlic,Lufenuron,0.3
??(??? ??),Garlic,Metalaxyl,0.05
??(??? ??),Garlic,Simeconazole,0.05
??(??? ??),Garlic,Terbufos,0.05
??(??? ??),Garlic,Pendimethalin,0.05
??(??? ??),Garlic,Hexaconazole,0.5
??(??),Garlic(Dried),Chlorothalonil,0.7
??(??),Garlic(Dried),Flusilazole,0.2
??,Ginger,Glufosinate(ammonium),0.05
??,Ginger,Dazomet,0.1
??,Ginger,Dimethenamid,0.2
??,Ginger,Dimethomorph,0.5
??,Ginger,Dichlofluanid,15
??,Ginger,Maleic hydrazide,25
??,Ginger,Metalaxyl,0.5
??,Ginger,Methomyl,0.2
??,Ginger,Metribuzin,0.5
??,Ginger,Benalaxyl,0.05
??,Ginger,Benomyl,0.05
??,Ginger,Bensultap,0.1
??,Ginger,Bentazone,0.2
??,Ginger,Bifenthrin,0.05
??,Ginger,Cyazofamid,0.5
??,Ginger,Cypermethrin,5
??,Ginger,Cyhalothrin,0.5
??,Ginger,Sethoxydim,10
??,Ginger,Spinetoram,0.05
??,Ginger,Ametoctradin,0.05
??,Ginger,Amisulbrom,2
??,Ginger,Acephate,0.1
??,Ginger,Ethaboxam,1
??,Ginger,Ethalfluralin,0.05
??,Ginger,Ethiofencarb,5
??,Ginger,Oxadixyl,0.1
??,Ginger,Oxamyl,1
??,Ginger,"2,4-D",0.1
??,Ginger,Indoxacarb,0.05
??,Ginger,Carbendazim,0.05
??,Ginger,Cartap hydrochloride,0.1
??,Ginger,Chlorpropham,0.05
??,Ginger,Terbufos,0.05
??,Ginger,Trifluralin,0.05
??,Ginger,Thiodicarb,0.2
??,Ginger,Thiobencarb,0.2
??,Ginger,Thiocyclam,0.1
??,Ginger,Thiophanate-methyl,0.05
??,Ginger,Parathion,0.3
??,Ginger,Parathion-Methyl,1
??,Ginger,Permethrin(Permetrin),3
??,Ginger,Pendimethalin,0.2
??,Ginger,Fenvalerate,0.5
??,Ginger,Fenbutatin oxide,2
??,Ginger,Propamocarb,0.05
??,Ginger,Pyrethrins,1
??,Ginger,Pirimicarb,2
??(??),Ginger(Dried),Metalaxyl,2
??(??),Ginger(Dried),Ethaboxam,5
??,Gingko nut,Daminozide,N.D.
??,Gingko nut,Dichlofluanid,15
??,Gingko nut,Malathion,2
??,Gingko nut,Maleic hydrazide,40
??,Gingko nut,Cypermethrin,2
??,Gingko nut,Cyhalothrin,0.5
??,Gingko nut,Sethoxydim,1
??,Gingko nut,Ethiofencarb,5
??,Gingko nut,Oxamyl,0.5
??,Gingko nut,Chlorpropham,0.05
??,Gingko nut,Clofentezine,1
??,Gingko nut,Permethrin(Permetrin),5
??,Gingko nut,Fenvalerate,0.2
??,Gingko nut,Fenbutatin oxide,2
??,Gingko nut,Pyrethrins,1
??,Gingko nut,Pirimicarb,1
??,Ginseng(Dried),Glufosinate(ammonium),0.05
??,Ginseng(Dried),Nabam,0.3
??,Ginseng(Dried),Deltamethrin,0.05
??,Ginseng(Dried),Dinotefuran,0.05
??,Ginseng(Dried),"DDT : Sum of p,p'-DDT, o,p'-DDT, p,p'-DDE and p,p'-TDE(DDD)",0.05
??,Ginseng(Dried),Dimethomorph,15
??,Ginseng(Dried),Dimethyl dithiocarbamates,0.3
??,Ginseng(Dried),Diethofencarb,0.3
??,Ginseng(Dried),Dithiocarbamates,0.3
??,Ginseng(Dried),Difenoconazole,0.5
??,Ginseng(Dried),"Lindane, £^-BHC",0.05
??,Ginseng(Dried),maneb,0.3
??,Ginseng(Dried),Mancozeb,0.3
??,Ginseng(Dried),Metaflumizone,0.3
??,Ginseng(Dried),Metalaxyl,0.5
??,Ginseng(Dried),Metiram,0.3
??,Ginseng(Dried),Benalaxyl,0.05
??,Ginseng(Dried),Benomyl,0.5
??,Ginseng(Dried),Benfuracarb,0.05
??,Ginseng(Dried),BHC,0.05
??,Ginseng(Dried),Cymoxanil,0.2
??,Ginseng(Dried),Cyazofamid,0.3
??,Ginseng(Dried),Cypermethrin,0.1
??,Ginseng(Dried),Cyprodinil,2
??,Ginseng(Dried),Cyfluthrin,0.7
??,Ginseng(Dried),Sulfoxaflor,0.05
??,Ginseng(Dried),Spinetoram,0.05
??,Ginseng(Dried),Ametoctradin,0.05
??,Ginseng(Dried),Azoxystrobin,0.5
??,Ginseng(Dried),Aldrin & Dieldrin,0.05
??,Ginseng(Dried),Aluminium phosphide(Hydrogen phosphide),0.1
??,Ginseng(Dried),Endrin,0.05
??,Ginseng(Dried),Iminoctadine,0.2
??,Ginseng(Dried),Imidacloprid,0.05
??,Ginseng(Dried),Zineb,0.3
??,Ginseng(Dried),Ziram,0.3
??,Ginseng(Dried),Cadusafos,0.2
??,Ginseng(Dried),Carbendazim,0.5
??,Ginseng(Dried),Carbosulfan,0.05
??,Ginseng(Dried),Carbofuran,0.05
??,Ginseng(Dried),Captan,0.05
??,Ginseng(Dried),Quintozene,0.5
??,Ginseng(Dried),Kresoxim-methyl,1
??,Ginseng(Dried),Clethodim,0.05
??,Ginseng(Dried),Chlorothalonil,0.1
??,Ginseng(Dried),Terbufos,0.3
??,Ginseng(Dried),Tebuconazole,1
??,Ginseng(Dried),Tebupirimfos,0.01
??,Ginseng(Dried),Tefluthrin,0.1
??,Ginseng(Dried),Tolylfluanid,0.2
??,Ginseng(Dried),Tolclofos-methyl,2
??,Ginseng(Dried),Trifloxystrobin,0.2
??,Ginseng(Dried),Thiram,0.3
??,Ginseng(Dried),Thiophanate-methyl,0.5
??,Ginseng(Dried),Thifluzamide,2
??,Ginseng(Dried),Famoxadone,0.3
??,Ginseng(Dried),Ferbam,0.3
??,Ginseng(Dried),Pencycuron,0.7
??,Ginseng(Dried),Fenpyrazamine,1
??,Ginseng(Dried),Fenhexamid,0.3
??,Ginseng(Dried),Fosthiazate,0.1
??,Ginseng(Dried),Furathiocarb,0.05
??,Ginseng(Dried),Propamocarb,1
??,Ginseng(Dried),Propineb,0.3
??,Ginseng(Dried),Fludioxonil,1
??,Ginseng(Dried),Fluopicolide,0.1
??,Ginseng(Dried),Fluquinconazole,0.5
??,Ginseng(Dried),Flutolanil,5
??,Ginseng(Dried),Fluxapyroxad,0.2
??,Ginseng(Dried),Pyrimethanil,0.3
??,Ginseng(Dried),Pyribencarb,1
??,Ginseng(Dried),Picoxystrobin,0.5
?????,Ginseng(Extract),Nabam,0.3
?????,Ginseng(Extract),"DDT : Sum of p,p'-DDT, o,p'-DDT, p,p'-DDE and p,p'-TDE(DDD)",0.1
?????,Ginseng(Extract),Dimethomorph,3
?????,Ginseng(Extract),Dimethyl dithiocarbamates,0.3
?????,Ginseng(Extract),Diethofencarb,2
?????,Ginseng(Extract),Dithiocarbamates,0.3
?????,Ginseng(Extract),Difenoconazole,0.5
?????,Ginseng(Extract),"Lindane, £^-BHC",0.1
?????,Ginseng(Extract),maneb,0.3
?????,Ginseng(Extract),Mancozeb,0.3
?????,Ginseng(Extract),Metalaxyl,2
?????,Ginseng(Extract),Metiram,0.3
?????,Ginseng(Extract),Benomyl,2
?????,Ginseng(Extract),Benfuracarb,0.7
?????,Ginseng(Extract),BHC,0.1
?????,Ginseng(Extract),Cymoxanil,0.2
?????,Ginseng(Extract),Cyazofamid,1
?????,Ginseng(Extract),Cypermethrin,0.3
?????,Ginseng(Extract),Cyprodinil,5
?????,Ginseng(Extract),Cyfluthrin,1
?????,Ginseng(Extract),Azoxystrobin,0.5
?????,Ginseng(Extract),Aldrin & Dieldrin,0.1
?????,Ginseng(Extract),Endrin,0.1
?????,Ginseng(Extract),Iminoctadine,0.5
?????,Ginseng(Extract),Zineb,0.3
?????,Ginseng(Extract),Ziram,0.3
?????,Ginseng(Extract),Cadusafos,0.1
?????,Ginseng(Extract),Carbendazim,2
?????,Ginseng(Extract),Carbosulfan,0.7
?????,Ginseng(Extract),Carbofuran,0.7
?????,Ginseng(Extract),Quintozene,1
?????,Ginseng(Extract),Kresoxim-methyl,2
?????,Ginseng(Extract),Clethodim,0.05
?????,Ginseng(Extract),Chlorothalonil,0.1
?????,Ginseng(Extract),Tebupirimfos,0.01
?????,Ginseng(Extract),Tefluthrin,0.3
?????,Ginseng(Extract),Tolylfluanid,0.01
?????,Ginseng(Extract),Tolclofos-methyl,3
?????,Ginseng(Extract),Trifloxystrobin,0.2
?????,Ginseng(Extract),Thiram,0.3
?????,Ginseng(Extract),Thiophanate-methyl,2
?????,Ginseng(Extract),Thifluzamide,2
?????,Ginseng(Extract),Ferbam,0.3
?????,Ginseng(Extract),Pencycuron,0.7
?????,Ginseng(Extract),Fenhexamid,2
?????,Ginseng(Extract),Furathiocarb,0.7
?????,Ginseng(Extract),Propineb,0.3
?????,Ginseng(Extract),Fludioxonil,3
?????,Ginseng(Extract),Fluquinconazole,0.5
?????,Ginseng(Extract),Flutolanil,4
?????,Ginseng(Extract),Pyrimethanil,1
??,Ginseng(Fresh),Glufosinate(ammonium),0.05
??,Ginseng(Fresh),Nabam,0.3
??,Ginseng(Fresh),Deltamethrin,0.05
??,Ginseng(Fresh),Dinotefuran,0.05
??,Ginseng(Fresh),"DDT : Sum of p,p'-DDT, o,p'-DDT, p,p'-DDE and p,p'-TDE(DDD)",0.01
??,Ginseng(Fresh),Dimethomorph,3
??,Ginseng(Fresh),Dimethyl dithiocarbamates,0.3
??,Ginseng(Fresh),Diethofencarb,0.3
??,Ginseng(Fresh),Dithianon,0.2
??,Ginseng(Fresh),Dithiocarbamates,0.3
??,Ginseng(Fresh),Dithiocarbamates,0.3
??,Ginseng(Fresh),Difenoconazole,0.5
??,Ginseng(Fresh),"Lindane, £^-BHC",0.01
??,Ginseng(Fresh),maneb,0.3
??,Ginseng(Fresh),Mancozeb,0.3
??,Ginseng(Fresh),Metaflumizone,0.3
??,Ginseng(Fresh),Metalaxyl,0.5
??,Ginseng(Fresh),Methoxyfenozide,0.2
??,Ginseng(Fresh),Metconazole,1
??,Ginseng(Fresh),Metiram,0.3
??,Ginseng(Fresh),Benalaxyl,0.05
??,Ginseng(Fresh),Benomyl,0.2
??,Ginseng(Fresh),Benfuracarb,0.05
??,Ginseng(Fresh),Boscalid,0.3
??,Ginseng(Fresh),Buprofezin,0.07
??,Ginseng(Fresh),BHC,0.01
??,Ginseng(Fresh),Cymoxanil,0.2
??,Ginseng(Fresh),Cymoxanil,0.2
??,Ginseng(Fresh),Cyazofamid,0.3
??,Ginseng(Fresh),Cypermethrin,0.1
??,Ginseng(Fresh),Cyprodinil,2
??,Ginseng(Fresh),Cyfluthrin,0.1
??,Ginseng(Fresh),Cyhalothrin,0.05
??,Ginseng(Fresh),Sulfoxaflor,0.05
??,Ginseng(Fresh),Spinetoram,0.05
??,Ginseng(Fresh),Ametoctradin,0.05
??,Ginseng(Fresh),Amitraz,0.05
??,Ginseng(Fresh),Azoxystrobin,0.1
??,Ginseng(Fresh),Aldrin & Dieldrin,0.01
??,Ginseng(Fresh),Aluminium phosphide(Hydrogen phosphide),0.1
??,Ginseng(Fresh),Ethaboxam,0.2
??,Ginseng(Fresh),Etridiazole,3
??,Ginseng(Fresh),Endrin,0.01
??,Ginseng(Fresh),Iminoctadine,0.1
??,Ginseng(Fresh),Imidacloprid,0.05
??,Ginseng(Fresh),Zineb,0.3
??,Ginseng(Fresh),Ziram,0.3
??,Ginseng(Fresh),Cadusafos,0.05
??,Ginseng(Fresh),Carbendazim,0.2
??,Ginseng(Fresh),Carbosulfan,0.05
??,Ginseng(Fresh),Carbofuran,0.05
??,Ginseng(Fresh),Captan,0.05
??,Ginseng(Fresh),Quintozene,0.1
??,Ginseng(Fresh),Kresoxim-methyl,0.2
??,Ginseng(Fresh),Clethodim,0.05
??,Ginseng(Fresh),Chlorothalonil,0.1
??,Ginseng(Fresh),Chlorfenapyr,0.1
??,Ginseng(Fresh),Clothianidin,0.2
??,Ginseng(Fresh),Terbufos,0.05
??,Ginseng(Fresh),Tebuconazole,0.5
??,Ginseng(Fresh),Tebupirimfos,0.01
??,Ginseng(Fresh),Tefluthrin,0.1
??,Ginseng(Fresh),Tolylfluanid,0.2
??,Ginseng(Fresh),Tolclofos-methyl,1
??,Ginseng(Fresh),Trifloxystrobin,0.1
??,Ginseng(Fresh),Triflumizole,0.1
??,Ginseng(Fresh),Thiram,0.3
??,Ginseng(Fresh),Thiamethoxam,0.1
??,Ginseng(Fresh),Thiophanate-methyl,0.2
??,Ginseng(Fresh),Thifluzamide,1
??,Ginseng(Fresh),Famoxadone,0.05
??,Ginseng(Fresh),Ferbam,0.3
??,Ginseng(Fresh),Pencycuron,0.7
??,Ginseng(Fresh),Fenpyrazamine,0.5
??,Ginseng(Fresh),Fenhexamid,0.3
??,Ginseng(Fresh),Fosetyl-aluminium,2
??,Ginseng(Fresh),Fosthiazate,0.05
??,Ginseng(Fresh),Furathiocarb,0.05
??,Ginseng(Fresh),Prochloraz,0.3
??,Ginseng(Fresh),Propamocarb,0.5
??,Ginseng(Fresh),Propineb,0.3
??,Ginseng(Fresh),Fludioxonil,0.5
??,Ginseng(Fresh),Flusilazole,0.07
??,Ginseng(Fresh),Fluopicolide,0.1
??,Ginseng(Fresh),Fluquinconazole,0.2
??,Ginseng(Fresh),Flutolanil,1
??,Ginseng(Fresh),Fluxapyroxad,0.05
??,Ginseng(Fresh),Pyraclostrobin,2
??,Ginseng(Fresh),Pyrimethanil,1
??,Ginseng(Fresh),Pyribencarb,0.5
??,Ginseng(Fresh),Picoxystrobin,0.3
??,Ginseng(Steamed red ),Nabam,0.3
??,Ginseng(Steamed red ),"DDT : Sum of p,p'-DDT, o,p'-DDT, p,p'-DDE and p,p'-TDE(DDD)",0.05
??,Ginseng(Steamed red ),Dimethomorph,10
??,Ginseng(Steamed red ),Dimethyl dithiocarbamates,0.3
??,Ginseng(Steamed red ),Diethofencarb,0.3
??,Ginseng(Steamed red ),Dithiocarbamates,0.3
??,Ginseng(Steamed red ),Difenoconazole,0.5
??,Ginseng(Steamed red ),"Lindane, £^-BHC",0.05
??,Ginseng(Steamed red ),maneb,0.3
??,Ginseng(Steamed red ),Mancozeb,0.3
??,Ginseng(Steamed red ),Metalaxyl,0.5
??,Ginseng(Steamed red ),Metiram,0.3
??,Ginseng(Steamed red ),Benomyl,0.5
??,Ginseng(Steamed red ),Benfuracarb,0.2
??,Ginseng(Steamed red ),BHC,0.05
??,Ginseng(Steamed red ),Cymoxanil,0.2
??,Ginseng(Steamed red ),Cyazofamid,0.3
??,Ginseng(Steamed red ),Cypermethrin,0.1
??,Ginseng(Steamed red ),Cyprodinil,2
??,Ginseng(Steamed red ),Cyfluthrin,0.5
??,Ginseng(Steamed red ),Azoxystrobin,0.5
??,Ginseng(Steamed red ),Aldrin & Dieldrin,0.05
??,Ginseng(Steamed red ),Endrin,0.05
??,Ginseng(Steamed red ),Iminoctadine,0.2
??,Ginseng(Steamed red ),Zineb,0.3
??,Ginseng(Steamed red ),Ziram,0.3
??,Ginseng(Steamed red ),Cadusafos,0.05
??,Ginseng(Steamed red ),Carbendazim,0.5
??,Ginseng(Steamed red ),Carbosulfan,0.2
??,Ginseng(Steamed red ),Carbofuran,0.2
??,Ginseng(Steamed red ),Quintozene,0.5
??,Ginseng(Steamed red ),Kresoxim-methyl,0.1
??,Ginseng(Steamed red ),Clethodim,0.05
??,Ginseng(Steamed red ),Chlorothalonil,0.1
??,Ginseng(Steamed red ),Tebupirimfos,0.01
??,Ginseng(Steamed red ),Tefluthrin,0.1
??,Ginseng(Steamed red ),Tolylfluanid,0.01
??,Ginseng(Steamed red ),Tolclofos-methyl,2
??,Ginseng(Steamed red ),Trifloxystrobin,0.2
??,Ginseng(Steamed red ),Thiram,0.3
??,Ginseng(Steamed red ),Thiophanate-methyl,0.5
??,Ginseng(Steamed red ),Thifluzamide,1
??,Ginseng(Steamed red ),Ferbam,0.3
??,Ginseng(Steamed red ),Pencycuron,0.7
??,Ginseng(Steamed red ),Fenhexamid,0.3
??,Ginseng(Steamed red ),Furathiocarb,0.2
??,Ginseng(Steamed red ),Propineb,0.3
??,Ginseng(Steamed red ),Fludioxonil,1
??,Ginseng(Steamed red ),Fluquinconazole,0.5
??,Ginseng(Steamed red ),Flutolanil,1
??,Ginseng(Steamed red ),Pyrimethanil,
?????,Ginseng(Steamed red extract),Nabam,0.3
?????,Ginseng(Steamed red extract),"DDT : Sum of p,p'-DDT, o,p'-DDT, p,p'-DDE and p,p'-TDE(DDD)",0.1
?????,Ginseng(Steamed red extract),Dimethomorph,3
?????,Ginseng(Steamed red extract),Dimethyl dithiocarbamates,0.3
?????,Ginseng(Steamed red extract),Diethofencarb,2
?????,Ginseng(Steamed red extract),Dithiocarbamates,0.3
?????,Ginseng(Steamed red extract),Difenoconazole,0.5
?????,Ginseng(Steamed red extract),"Lindane, £^-BHC",0.1
?????,Ginseng(Steamed red extract),maneb,0.3
?????,Ginseng(Steamed red extract),Mancozeb,0.3
?????,Ginseng(Steamed red extract),Metalaxyl,2
?????,Ginseng(Steamed red extract),Metiram,0.3
?????,Ginseng(Steamed red extract),Benomyl,2
?????,Ginseng(Steamed red extract),Benfuracarb,0.3
?????,Ginseng(Steamed red extract),BHC,0.1
?????,Ginseng(Steamed red extract),Cymoxanil,0.2
?????,Ginseng(Steamed red extract),Cyazofamid,1
?????,Ginseng(Steamed red extract),Cypermethrin,0.3
?????,Ginseng(Steamed red extract),Cyprodinil,5
?????,Ginseng(Steamed red extract),Cyfluthrin,0.3
?????,Ginseng(Steamed red extract),Azoxystrobin,0.5
?????,Ginseng(Steamed red extract),Aldrin & Dieldrin,0.1
?????,Ginseng(Steamed red extract),Endrin,0.1
?????,Ginseng(Steamed red extract),Iminoctadine,0.5
?????,Ginseng(Steamed red extract),Zineb,0.3
?????,Ginseng(Steamed red extract),Ziram,0.3
?????,Ginseng(Steamed red extract),Cadusafos,0.1
?????,Ginseng(Steamed red extract),Carbendazim,2
?????,Ginseng(Steamed red extract),Carbosulfan,0.3
?????,Ginseng(Steamed red extract),Carbofuran,0.3
?????,Ginseng(Steamed red extract),Quintozene,1
?????,Ginseng(Steamed red extract),Kresoxim-methyl,1
?????,Ginseng(Steamed red extract),Clethodim,0.05
?????,Ginseng(Steamed red extract),Chlorothalonil,0.1
?????,Ginseng(Steamed red extract),Tebupirimfos,0.01
?????,Ginseng(Steamed red extract),Tefluthrin,0.1
?????,Ginseng(Steamed red extract),Tolylfluanid,0.01
?????,Ginseng(Steamed red extract),Tolclofos-methyl,3
?????,Ginseng(Steamed red extract),Trifloxystrobin,0.2
?????,Ginseng(Steamed red extract),Thiram,0.3
?????,Ginseng(Steamed red extract),Thiophanate-methyl,2
?????,Ginseng(Steamed red extract),Thifluzamide,2
?????,Ginseng(Steamed red extract),Ferbam,0.3
?????,Ginseng(Steamed red extract),Pencycuron,0.7
?????,Ginseng(Steamed red extract),Fenhexamid,2
?????,Ginseng(Steamed red extract),Furathiocarb,0.3
?????,Ginseng(Steamed red extract),Propineb,0.3
?????,Ginseng(Steamed red extract),Fludioxonil,3
?????,Ginseng(Steamed red extract),Fluquinconazole,0.2
?????,Ginseng(Steamed red extract),Flutolanil,1
?????,Ginseng(Steamed red extract),Pyrimethanil,1
??(????),Ginseng(include dried ginseng),Mandipropamid,0.1
??(????),Ginseng(include dried ginseng),Bifenthrin,0.5
??(????),Ginseng(include dried ginseng),Sethoxydim,0.05
??(????),Ginseng(include dried ginseng),Simeconazole,0.7
??(????),Ginseng(include dried ginseng),Amisulbrom,0.3
??(????),Ginseng(include dried ginseng),Acetamiprid,0.1
??(????),Ginseng(include dried ginseng),Emamectin benzoate,0.05
??(????),Ginseng(include dried ginseng),Iprovalicarb,0.1
??(????),Ginseng(include dried ginseng),Thiacloprid,0.1
??(????),Ginseng(include dried ginseng),Fluazinam,0.7
??(????),Ginseng(include dried ginseng),Fluopicolide,0.1
??(????),Ginseng(include dried ginseng),Hexaconazole,0.5
?????,Goat by-product,Methidathion,0.02
?????,Goat by-product,Carbofuran,0.05
?????,Goat by-product,Pyriproxyfen,0.01
????,Goat fat,Methamidophos,0.01
????,Goat fat,Methidathion,0.02
????,Goat fat,Carbofuran,0.05
????,Goat meat,gamma-BHC,2
????,Goat meat,Dimethoate,0.05
????,Goat meat,"Lindane, £^-BHC",2
????,Goat meat,Methamidophos,0.01
????,Goat meat,Methidathion,0.02
????,Goat meat,Methiocarb,0.05
????,Goat meat,Monocrotophos,0.02
????,Goat meat,Isofenphos,0.02
????,Goat meat,Ethion,0.2
????,Goat meat,Endrin,0.1
????,Goat meat,"2,4,5-T",0.05
????,Goat meat,Carbaryl : NAC,0.2
????,Goat meat,Carbofuran,0.05
????,Goat meat,Chlorfenvinphos,0.2
